cand_provenance_gender,cand_age_bucket,cand_domicile_province,cand_education,job_contract_type,job_sector,job_work_province,hired
South Male,45-54,CN,Unknown,Lavoro subordinato,Segreteria / Servizi Generali,BG ,Not Hired
South Male,15-24,MO,Other,Lavoro subordinato,GDO / Retail / Commessi / Scaffalisti,MI ,Not Hired
South Female,15-24,PD,Other,Ricerca e selezione,Magazzino / Logistica / Trasporti,MI ,Not Hired
South Male,25-34,MO,Graduate,Lavoro subordinato,Operai Specializzati,BO ,Hired
South Female,35-44,PT,Unknown,Ricerca e selezione,GDO / Retail / Commessi / Scaffalisti,TV ,Not Hired
South Male,45-54,VA,Higher Technical Institute,Lavoro subordinato,Finanza / Contabilità,MI ,Hired
South Male,35-44,PC,Unknown,Lavoro subordinato,Operai Generici,MI ,Not Hired
South Female,25-34,BG,Unknown,Ricerca e selezione,Magazzino / Logistica / Trasporti,BO ,Not Hired
South Male,25-34,TO,Other,Ricerca e selezione,Operai Generici,UD ,Not Hired
South Female,25-34,PR,Vocational Certificate,Ricerca e selezione,Magazzino / Logistica / Trasporti,BO ,Hired
Central Female,25-34,CH,Unknown,Lavoro subordinato,GDO / Retail / Commessi / Scaffalisti,BG ,Hired
South Male,35-44,TO,Unknown,Lavoro subordinato,Operai Generici,MI ,Hired
South Male,45-54,MB,Graduate,Ricerca e selezione,GDO / Retail / Commessi / Scaffalisti,CH ,Hired
South Female,35-44,AO,Unknown,Ricerca e selezione,Operai Generici,MI ,Not Hired
South Female,35-44,TE,Other,Lavoro subordinato,Magazzino / Logistica / Trasporti,TN ,Not Hired
South Female,35-44,BS,Unknown,Lavoro subordinato,Bar / Catering / Personale Di Sala / Cuochi / Chef,MI ,Not Hired
Central Female,55-74,MO,Unknown,Lavoro subordinato,Operai Specializzati,BS ,Hired
South Male,35-44,UD,Unknown,Ricerca e selezione,Operai Generici,BG ,Hired
Central Female,35-44,BS,Unknown,Ricerca e selezione,Operai Generici,RE ,Not Hired
South Female,35-44,LC,Unknown,Lavoro subordinato,Installazione / Impiantistica / Cantieristica,LO ,Not Hired
South Female,35-44,VI,Unknown,Lavoro subordinato,Ingegneria / Ricerca e Sviluppo / Laboratorio,UD ,Not Hired
South Male,35-44,BS,Unknown,Lavoro subordinato,Operai Generici,BG ,Not Hired
South Male,15-24,VI,Unknown,Ricerca e selezione,Operai Specializzati,MI ,Hired
South Male,45-54,VI,Unknown,Lavoro subordinato,Operai Generici,MI ,Hired
South Male,25-34,MI,Unknown,Ricerca e selezione,Operai Generici,UD ,Not Hired
South Female,45-54,VR,Unknown,Lavoro subordinato,GDO / Retail / Commessi / Scaffalisti,RM ,Not Hired
South Female,35-44,VR,Unknown,Ricerca e selezione,Operai Generici,MI ,Hired
South Male,35-44,BG,Unknown,Ricerca e selezione,Operai Specializzati,TN ,Not Hired
South Female,35-44,UD,Unknown,Ricerca e selezione,Commerciale / Vendita,MI ,Hired
Central Male,25-34,TN,Unknown,Ricerca e selezione,Magazzino / Logistica / Trasporti,PD ,Not Hired
Central Male,25-34,BG,Other,Lavoro subordinato,Operai Generici,BS ,Not Hired
South Male,45-54,BG,Unknown,Lavoro subordinato,Magazzino / Logistica / Trasporti,RM ,Not Hired
South Male,45-54,BS,Vocational Certificate,Lavoro subordinato,Operai Generici,BG ,Not Hired
South Female,35-44,FE,Unknown,Lavoro subordinato,Operai Generici,MI ,Not Hired
South Female,35-44,BG,Unknown,Lavoro subordinato,Operai Generici,MB ,Not Hired
South Male,25-34,BG,Unknown,Lavoro subordinato,Operai Specializzati,BG ,Not Hired
South Female,55-74,PD,Unknown,Lavoro subordinato,Manutenzione / Riparazione,RM ,Not Hired
South Male,45-54,BS,Other,Ricerca e selezione,Installazione / Impiantistica / Cantieristica,BS ,Not Hired
North Male,35-44,BG,Graduate,Ricerca e selezione,Finanza / Contabilità,MI ,Not Hired
South Female,25-34,BG,Unknown,Lavoro subordinato,Finanza / Contabilità,UD ,Not Hired
Central Male,35-44,RE,Unknown,Ricerca e selezione,Operai Generici,BS ,Hired
South Female,35-44,FR,Unknown,Lavoro subordinato,Operai Generici,PD ,Not Hired
South Female,35-44,VI,Unknown,Lavoro subordinato,Magazzino / Logistica / Trasporti,AQ ,Hired
South Female,45-54,MI,Unknown,Lavoro subordinato,Magazzino / Logistica / Trasporti,MI ,Not Hired
South Male,45-54,BG,High School,Lavoro subordinato,Operai Generici,CN ,Not Hired
Central Male,45-54,BS,Unknown,Ricerca e selezione,Operai Specializzati,MI ,Not Hired
South Male,25-34,PU,Unknown,Ricerca e selezione,Commerciale / Vendita,CH ,Hired
South Male,25-34,SU,Unknown,Lavoro subordinato,Magazzino / Logistica / Trasporti,VI ,Not Hired
South Male,35-44,MI,Unknown,Ricerca e selezione,Operai Generici,RM ,Not Hired
North Female,15-24,MI,Other,Lavoro subordinato,Operai Generici,MI ,Not Hired
South Female,45-54,BO,Unknown,Lavoro subordinato,Operai Generici,UD ,Not Hired
South Female,25-34,TO,Other,Lavoro subordinato,Operai Generici,CR ,Hired
South Female,25-34,MC,High School,Ricerca e selezione,Operai Specializzati,RM ,Not Hired
South Female,55-74,BG,Unknown,Lavoro subordinato,Magazzino / Logistica / Trasporti,NU ,Not Hired
South Male,35-44,MI,Other,Ricerca e selezione,Operai Generici,PR ,Not Hired
South Female,25-34,PI,Other,Lavoro subordinato,Magazzino / Logistica / Trasporti,RM ,Not Hired
South Male,35-44,PN,Other,Ricerca e selezione,Operai Generici,MO ,Not Hired
South Female,25-34,BG,Higher Technical Institute,Lavoro subordinato,Installazione / Impiantistica / Cantieristica,MI ,Not Hired
South Female,35-44,TV,Unknown,Ricerca e selezione,Operai Specializzati,AP ,Hired
South Female,45-54,BG,Unknown,Lavoro subordinato,Manutenzione / Riparazione,BG ,Not Hired
South Female,35-44,MI,Other,Ricerca e selezione,Operai Generici,VR ,Not Hired
North Female,55-74,MI,Unknown,Lavoro subordinato,Magazzino / Logistica / Trasporti,MI ,Not Hired
South Female,35-44,VE,Other,Ricerca e selezione,Operai Generici,MN ,Hired
South Female,45-54,VA,Unknown,Lavoro subordinato,Magazzino / Logistica / Trasporti,MB ,Hired
South Female,35-44,TO,Unknown,Ricerca e selezione,Commerciale / Vendita,CH ,Hired
South Male,45-54,BG,High School,Lavoro subordinato,Segreteria / Servizi Generali,TO ,Not Hired
South Female,15-24,BG,Unknown,Lavoro subordinato,Magazzino / Logistica / Trasporti,MI ,Not Hired
South Female,25-34,TN,Other,Lavoro subordinato,Finanza / Contabilità,MI ,Hired
South Male,35-44,MI,Unknown,Ricerca e selezione,Magazzino / Logistica / Trasporti,BO ,Hired
South Male,25-34,MI,Unknown,Lavoro subordinato,Magazzino / Logistica / Trasporti,BO ,Hired
South Female,35-44,CN,Other,Lavoro subordinato,Operai Generici,MN ,Not Hired
South Male,55-74,UD,Unknown,Ricerca e selezione,Magazzino / Logistica / Trasporti,BO ,Hired
South Female,35-44,BS,Unknown,Ricerca e selezione,Operai Generici,BO ,Not Hired
South Female,35-44,VR,Unknown,Lavoro subordinato,Operai Generici,CN ,Hired
South Male,35-44,VA,Unknown,Lavoro subordinato,Operai Generici,TN ,Not Hired
South Male,55-74,TV,Unknown,Ricerca e selezione,Magazzino / Logistica / Trasporti,VI ,Not Hired
South Female,35-44,TV,Unknown,Ricerca e selezione,Installazione / Impiantistica / Cantieristica,CN ,Hired
South Female,25-34,PN,Unknown,Lavoro subordinato,Operai Generici,RM ,Not Hired
South Female,25-34,BG,Unknown,Lavoro subordinato,Finanza / Contabilità,MN ,Not Hired
South Male,25-34,VI,Unknown,Lavoro subordinato,Manutenzione / Riparazione,VI ,Not Hired
South Male,45-54,TO,Unknown,Ricerca e selezione,Finanza / Contabilità,MB ,Hired
South Female,25-34,TO,Other,Ricerca e selezione,Operai Generici,RM ,Not Hired
South Male,25-34,BG,Unknown,Lavoro subordinato,Operai Generici,MI ,Not Hired
South Male,35-44,PD,Unknown,Lavoro subordinato,Installazione / Impiantistica / Cantieristica,PI ,Not Hired
South Female,45-54,VI,Other,Ricerca e selezione,Operai Generici,TO ,Not Hired
South Female,25-34,NO,Unknown,Lavoro subordinato,Assistenziale / Paramedico / Tecnico,BG ,Hired
South Female,35-44,FC,Other,Lavoro subordinato,Magazzino / Logistica / Trasporti,BS ,Hired
South Male,25-34,BG,Unknown,Lavoro subordinato,Commerciale / Vendita,RM ,Not Hired
South Male,45-54,FI,Unknown,Ricerca e selezione,Assistenziale / Paramedico / Tecnico,MI ,Not Hired
South Male,35-44,BS,Unknown,Lavoro subordinato,Installazione / Impiantistica / Cantieristica,VE ,Not Hired
South Female,55-74,VE,Vocational Certificate,Lavoro subordinato,Operai Generici,VI ,Not Hired
Central Female,25-34,MI,Unknown,Lavoro subordinato,Operai Generici,MI ,Not Hired
South Female,45-54,BO,Unknown,Ricerca e selezione,Commerciale / Vendita,TO ,Not Hired
South Female,35-44,VI,Unknown,Lavoro subordinato,Bar / Catering / Personale Di Sala / Cuochi / Chef,TN ,Not Hired
South Male,15-24,TO,Unknown,Lavoro subordinato,Operai Specializzati,CH ,Hired
South Female,35-44,BG,Other,Ricerca e selezione,Operai Specializzati,RE ,Not Hired
South Female,25-34,VA,Unknown,Lavoro subordinato,Operai Generici,MO ,Hired
South Female,25-34,CO,Unknown,Lavoro subordinato,Operai Generici,MI ,Not Hired
South Female,25-34,MI,Unknown,Lavoro subordinato,Finanza / Contabilità,CN ,Hired
South Female,55-74,BG,Unknown,Ricerca e selezione,Manutenzione / Riparazione,MI ,Not Hired
South Male,45-54,PC,High School,Lavoro subordinato,Operai Generici,VR ,Not Hired
South Female,45-54,VI,Unknown,Lavoro subordinato,Operai Generici,MI ,Hired
South Female,25-34,BG,Unknown,Lavoro subordinato,Operai Specializzati,UD ,Not Hired
South Male,35-44,MO,Other,Ricerca e selezione,Operai Generici,UD ,Not Hired
Central Female,25-34,BO,Unknown,Ricerca e selezione,Magazzino / Logistica / Trasporti,BS ,Not Hired
South Male,25-34,TO,Unknown,Lavoro subordinato,Impiegati,BG ,Hired
South Female,25-34,VE,Other,Lavoro subordinato,Operai Generici,MI ,Hired
South Female,25-34,CR,Unknown,Ricerca e selezione,GDO / Retail / Commessi / Scaffalisti,TV ,Not Hired
South Female,35-44,BS,Unknown,Lavoro subordinato,Installazione / Impiantistica / Cantieristica,MI ,Not Hired
North Female,45-54,MN,Unknown,Lavoro subordinato,Bar / Catering / Personale Di Sala / Cuochi / Chef,TN ,Not Hired
South Female,45-54,AL,Unknown,Lavoro subordinato,Progettisti / Design / Grafici,MI ,Not Hired
South Male,25-34,MI,Unknown,Lavoro subordinato,Assistenziale / Paramedico / Tecnico,TV ,Not Hired
South Female,25-34,CN,High School,Lavoro subordinato,Operai Specializzati,PD ,Not Hired
South Male,25-34,VI,Unknown,Ricerca e selezione,Operai Generici,MO ,Hired
South Female,15-24,MI,Graduate,Ricerca e selezione,Operai Generici,BG ,Hired
South Male,55-74,BO,Unknown,Lavoro subordinato,Operai Generici,MI ,Not Hired
South Female,35-44,MI,Unknown,Lavoro subordinato,Bar / Catering / Personale Di Sala / Cuochi / Chef,BS ,Hired
South Female,55-74,VE,Unknown,Lavoro subordinato,Commerciale / Vendita,BS ,Hired
South Female,35-44,VR,Higher Technical Institute,Lavoro subordinato,GDO / Retail / Commessi / Scaffalisti,BO ,Hired
South Female,25-34,LC,Other,Lavoro subordinato,Finanza / Contabilità,RE ,Not Hired
South Female,45-54,TO,Other,Lavoro subordinato,GDO / Retail / Commessi / Scaffalisti,PI ,Not Hired
South Female,25-34,MI,Unknown,Lavoro subordinato,Operai Generici,BS ,Hired
South Male,45-54,BO,Unknown,Ricerca e selezione,Finanza / Contabilità,PR ,Not Hired
South Female,45-54,TO,Unknown,Lavoro subordinato,Segreteria / Servizi Generali,MI ,Hired
South Female,45-54,MB,Unknown,Lavoro subordinato,Finanza / Contabilità,RM ,Not Hired
South Female,25-34,BS,Unknown,Lavoro subordinato,Operai Specializzati,MB ,Not Hired
South Female,15-24,MO,Unknown,Lavoro subordinato,Operai Specializzati,MB ,Not Hired
South Female,45-54,MO,Unknown,Lavoro subordinato,Finanza / Contabilità,MI ,Not Hired
Central Male,55-74,BG,Unknown,Lavoro subordinato,Operai Specializzati,VA ,Not Hired
South Male,35-44,RO,Unknown,Ricerca e selezione,Operai Generici,PC ,Not Hired
South Male,45-54,BG,Unknown,Lavoro subordinato,Commerciale / Vendita,UD ,Not Hired
South Female,45-54,BG,Unknown,Lavoro subordinato,Operai Specializzati,UD ,Not Hired
South Female,15-24,PD,Unknown,Lavoro subordinato,Operai Generici,MI ,Not Hired
South Female,15-24,PD,Unknown,Ricerca e selezione,Commerciale / Vendita,MI ,Not Hired
Central Female,35-44,TN,Higher Technical Institute,Lavoro subordinato,Operai Specializzati,PR ,Not Hired
South Female,45-54,MN,Unknown,Ricerca e selezione,Operai Specializzati,TO ,Not Hired
Central Female,35-44,CR,Other,Lavoro subordinato,Operai Specializzati,FI ,Not Hired
South Male,35-44,FC,Unknown,Ricerca e selezione,Operai Generici,BO ,Not Hired
South Female,35-44,PN,Unknown,Ricerca e selezione,Management / Responsabili / Supervisori,TN ,Not Hired
Central Female,35-44,MI,Unknown,Ricerca e selezione,Operai Specializzati,BG ,Hired
Central Male,35-44,CN,Unknown,Lavoro subordinato,Operai Specializzati,PR ,Not Hired
South Female,55-74,MI,Unknown,Lavoro subordinato,Installazione / Impiantistica / Cantieristica,LC ,Not Hired
South Female,35-44,FR,Vocational Certificate,Ricerca e selezione,Operai Generici,MI ,Not Hired
South Female,45-54,TO,High School,Lavoro subordinato,Operai Generici,BS ,Hired
South Male,35-44,RM,Unknown,Ricerca e selezione,Operai Specializzati,MO ,Not Hired
South Female,25-34,BO,Unknown,Lavoro subordinato,Operai Generici,VA ,Not Hired
South Female,35-44,CH,Unknown,Lavoro subordinato,Operai Generici,MB ,Not Hired
South Male,45-54,PC,Unknown,Lavoro subordinato,Magazzino / Logistica / Trasporti,MI ,Not Hired
South Male,45-54,PC,Unknown,Lavoro subordinato,Operai Generici,CN ,Hired
South Male,25-34,UD,Unknown,Ricerca e selezione,Segreteria / Servizi Generali,MI ,Hired
Central Female,45-54,PD,Unknown,Lavoro subordinato,Operai Generici,AP ,Hired
South Male,25-34,PN,Unknown,Ricerca e selezione,Finanza / Contabilità,VI ,Not Hired
South Male,25-34,MO,Unknown,Lavoro subordinato,Operai Generici,BO ,Hired
South Female,25-34,MI,Unknown,Lavoro subordinato,Operai Specializzati,MI ,Not Hired
South Male,15-24,VI,Unknown,Lavoro subordinato,Operai Generici,BO ,Hired
South Female,45-54,RE,Unknown,Ricerca e selezione,GDO / Retail / Commessi / Scaffalisti,MI ,Not Hired
South Female,25-34,MI,Unknown,Lavoro subordinato,Progettisti / Design / Grafici,TN ,Not Hired
South Male,25-34,TO,Unknown,Ricerca e selezione,Operai Generici,RM ,Not Hired
South Female,45-54,BG,Unknown,Lavoro subordinato,Operai Generici,VA ,Not Hired
South Female,25-34,PR,High School,Lavoro subordinato,GDO / Retail / Commessi / Scaffalisti,UD ,Not Hired
South Female,35-44,MI,Unknown,Ricerca e selezione,Operai Generici,CH ,Hired
Central Female,35-44,LC,Unknown,Ricerca e selezione,Operai Specializzati,VR ,Not Hired
Central Male,35-44,VR,Unknown,Lavoro subordinato,Bar / Catering / Personale Di Sala / Cuochi / Chef,MI ,Hired
Central Female,25-34,RN,Unknown,Lavoro subordinato,Magazzino / Logistica / Trasporti,TV ,Not Hired
South Female,45-54,MI,Vocational Certificate,Lavoro subordinato,Commerciale / Vendita,AR ,Hired
South Female,25-34,TO,Other,Lavoro subordinato,Finanza / Contabilità,RM ,Not Hired
South Female,25-34,GO,Unknown,Ricerca e selezione,Installazione / Impiantistica / Cantieristica,PI ,Not Hired
South Male,25-34,BO,Unknown,Lavoro subordinato,Operai Specializzati,BO ,Not Hired
South Male,25-34,CR,High School,Lavoro subordinato,Operai Specializzati,VA ,Not Hired
South Female,15-24,MN,Unknown,Lavoro subordinato,Operai Generici,MI ,Not Hired
Central Male,35-44,PR,Unknown,Ricerca e selezione,Progettisti / Design / Grafici,BG ,Hired
Central Male,35-44,MO,Unknown,Lavoro subordinato,Operai Generici,BO ,Hired
South Male,25-34,BG,Unknown,Lavoro subordinato,Magazzino / Logistica / Trasporti,MO ,Not Hired
South Female,45-54,FI,Unknown,Lavoro subordinato,Finanza / Contabilità,MI ,Not Hired
South Male,45-54,CN,Other,Lavoro subordinato,Operai Generici,BS ,Not Hired
South Male,45-54,RM,Unknown,Lavoro subordinato,Ingegneria / Ricerca e Sviluppo / Laboratorio,MI ,Hired
South Male,25-34,FI,Unknown,Ricerca e selezione,Magazzino / Logistica / Trasporti,MB ,Not Hired
South Female,45-54,PO,Unknown,Ricerca e selezione,Impiegati,UD ,Not Hired
South Female,25-34,PC,Unknown,Lavoro subordinato,Operai Specializzati,TN ,Not Hired
South Male,15-24,PI,Unknown,Ricerca e selezione,GDO / Retail / Commessi / Scaffalisti,TO ,Not Hired
South Male,25-34,BG,Unknown,Ricerca e selezione,Segreteria / Servizi Generali,MI ,Not Hired
Central Female,25-34,AO,Other,Lavoro subordinato,Operai Specializzati,BS ,Not Hired
South Male,35-44,MI,Other,Lavoro subordinato,GDO / Retail / Commessi / Scaffalisti,UD ,Not Hired
South Female,45-54,PR,Unknown,Lavoro subordinato,Commerciale / Vendita,MI ,Not Hired
South Female,45-54,MI,Unknown,Ricerca e selezione,Ingegneria Impiantistica,MO ,Not Hired
South Female,25-34,PO,Unknown,Lavoro subordinato,Operai Specializzati,MI ,Hired
South Female,25-34,FR,Unknown,Lavoro subordinato,Operai Generici,TO ,Not Hired
South Male,25-34,MI,Other,Ricerca e selezione,Operai Generici,MI ,Not Hired
South Male,35-44,TO,Unknown,Lavoro subordinato,GDO / Retail / Commessi / Scaffalisti,BO ,Hired
South Female,25-34,BO,Unknown,Lavoro subordinato,Ingegneria Impiantistica,MI ,Not Hired
South Female,45-54,BG,Unknown,Lavoro subordinato,Operai Specializzati,BS ,Not Hired
South Female,25-34,BS,Unknown,Lavoro subordinato,GDO / Retail / Commessi / Scaffalisti,BG ,Hired
South Male,25-34,BG,Other,Ricerca e selezione,Segreteria / Servizi Generali,MI ,Not Hired
South Male,25-34,RE,Unknown,Lavoro subordinato,Magazzino / Logistica / Trasporti,BS ,Hired
South Female,35-44,VR,Unknown,Lavoro subordinato,Operai Generici,TO ,Not Hired
North Female,25-34,TN,Unknown,Ricerca e selezione,Operai Generici,SI ,Not Hired
South Male,25-34,MI,Unknown,Lavoro subordinato,Segreteria / Servizi Generali,BG ,Hired
Central Male,35-44,PR,Vocational Certificate,Ricerca e selezione,Impiegati,BG ,Hired
South Female,35-44,LC,High School,Ricerca e selezione,Finanza / Contabilità,MO ,Not Hired
South Male,35-44,PR,Unknown,Lavoro subordinato,Operai Specializzati,BO ,Hired
South Male,25-34,BO,Unknown,Lavoro subordinato,Magazzino / Logistica / Trasporti,UD ,Not Hired
North Male,15-24,BS,Unknown,Lavoro subordinato,Manutenzione / Riparazione,BG ,Not Hired
South Female,55-74,NO,Unknown,Ricerca e selezione,Operai Generici,BO ,Hired
Central Female,45-54,CR,Unknown,Lavoro subordinato,Operai Generici,UD ,Not Hired
South Male,25-34,CH,Unknown,Other,Operai Generici,BG ,Not Hired
South Male,35-44,BG,Vocational Certificate,Lavoro subordinato,Operai Generici,BS ,Not Hired
South Female,45-54,UD,Other,Lavoro subordinato,Operai Specializzati,PR ,Not Hired
South Female,25-34,VI,Unknown,Ricerca e selezione,Operai Generici,BO ,Hired
South Female,25-34,VA,Unknown,Lavoro subordinato,Operai Specializzati,RM ,Not Hired
South Male,45-54,BG,Unknown,Lavoro subordinato,Operai Generici,MI ,Not Hired
South Male,35-44,BS,Unknown,Lavoro subordinato,Operai Generici,MI ,Not Hired
South Female,35-44,MO,Unknown,Ricerca e selezione,Magazzino / Logistica / Trasporti,CO ,Hired
Central Male,35-44,BG,Unknown,Lavoro subordinato,Operai Specializzati,BO ,Not Hired
South Male,45-54,MI,High School,Lavoro subordinato,Operai Specializzati,VI ,Not Hired
South Female,35-44,LI,Other,Ricerca e selezione,Commerciale / Vendita,MB ,Not Hired
South Female,55-74,TO,Unknown,Lavoro subordinato,Magazzino / Logistica / Trasporti,MI ,Hired
South Female,45-54,TS,Unknown,Ricerca e selezione,Commerciale / Vendita,BS ,Hired
Central Male,35-44,BG,Unknown,Lavoro subordinato,Bar / Catering / Personale Di Sala / Cuochi / Chef,BO ,Not Hired
South Female,25-34,BO,Other,Lavoro subordinato,Impiegati,CR ,Not Hired
South Female,35-44,RO,Unknown,Ricerca e selezione,Operai Generici,BO ,Hired
South Female,45-54,BO,Unknown,Lavoro subordinato,Operai Generici,MI ,Not Hired
South Female,45-54,BG,Unknown,Lavoro subordinato,Operai Specializzati,BS ,Not Hired
South Male,35-44,PR,Unknown,Lavoro subordinato,Segreteria / Servizi Generali,MI ,Not Hired
South Male,25-34,BO,Unknown,Ricerca e selezione,Progettisti / Design / Grafici,MI ,Not Hired
South Male,15-24,TE,Unknown,Lavoro subordinato,Ingegneria / Ricerca e Sviluppo / Laboratorio,UD ,Not Hired
South Female,25-34,MB,Other,Lavoro subordinato,Operai Generici,VA ,Not Hired
South Female,35-44,BS,Other,Ricerca e selezione,Magazzino / Logistica / Trasporti,BS ,Not Hired
South Male,55-74,BS,Unknown,Lavoro subordinato,Operai Generici,MI ,Not Hired
South Female,15-24,BO,Unknown,Lavoro subordinato,Operai Generici,VI ,Not Hired
South Male,15-24,BG,Unknown,Ricerca e selezione,Installazione / Impiantistica / Cantieristica,BO ,Not Hired
South Female,15-24,MI,Unknown,Lavoro subordinato,Magazzino / Logistica / Trasporti,TO ,Not Hired
South Female,35-44,MB,Unknown,Lavoro subordinato,Operai Specializzati,PC ,Not Hired
South Female,15-24,TV,Higher Technical Institute,Lavoro subordinato,Magazzino / Logistica / Trasporti,CN ,Hired
South Male,55-74,MO,Unknown,Lavoro subordinato,Operai Generici,MO ,Not Hired
South Male,25-34,UD,Unknown,Ricerca e selezione,GDO / Retail / Commessi / Scaffalisti,CN ,Hired
South Female,45-54,PR,Other,Lavoro subordinato,Finanza / Contabilità,BG ,Hired
South Male,45-54,PC,Other,Lavoro subordinato,Operai Generici,BO ,Hired
Central Male,25-34,BO,Unknown,Lavoro subordinato,Magazzino / Logistica / Trasporti,VI ,Not Hired
South Male,35-44,PD,Unknown,Lavoro subordinato,Operai Generici,MN ,Not Hired
South Female,55-74,MI,Other,Lavoro subordinato,GDO / Retail / Commessi / Scaffalisti,VA ,Not Hired
South Male,35-44,PN,Unknown,Lavoro subordinato,Ingegneria Impiantistica,BG ,Hired
Central Female,35-44,CR,Other,Lavoro subordinato,Operai Generici,BG ,Hired
Central Female,25-34,BS,Other,Lavoro subordinato,Operai Generici,RM ,Not Hired
South Female,45-54,MI,Unknown,Lavoro subordinato,Assistenziale / Paramedico / Tecnico,MB ,Not Hired
South Male,25-34,MI,Unknown,Ricerca e selezione,Operai Generici,MO ,Not Hired
South Male,15-24,MI,Unknown,Lavoro subordinato,Operai Generici,RE ,Not Hired
South Male,45-54,BG,Other,Ricerca e selezione,Magazzino / Logistica / Trasporti,PI ,Not Hired
South Male,45-54,CN,Unknown,Ricerca e selezione,Ingegneria / Ricerca e Sviluppo / Laboratorio,MI ,Not Hired
South Male,15-24,TO,Other,Lavoro subordinato,Management / Responsabili / Supervisori,BS ,Hired
South Male,35-44,MB,Unknown,Ricerca e selezione,Operai Generici,MI ,Not Hired
South Male,25-34,PR,Other,Ricerca e selezione,Operai Generici,BO ,Hired
Central Male,25-34,MI,Unknown,Ricerca e selezione,GDO / Retail / Commessi / Scaffalisti,MI ,Not Hired
South Female,25-34,MI,Unknown,Ricerca e selezione,Operai Generici,BS ,Hired
South Female,35-44,VA,Vocational Certificate,Ricerca e selezione,GDO / Retail / Commessi / Scaffalisti,MO ,Hired
South Male,35-44,BG,Unknown,Lavoro subordinato,Operai Specializzati,FI ,Not Hired
South Male,25-34,MI,Vocational Certificate,Lavoro subordinato,Operai Generici,BO ,Hired
South Male,55-74,CR,Other,Lavoro subordinato,Operai Generici,BS ,Not Hired
South Female,55-74,RO,Other,Lavoro subordinato,Operai Generici,BZ ,Hired
South Male,25-34,CR,Unknown,Lavoro subordinato,Operai Generici,TN ,Not Hired
South Female,45-54,PD,Unknown,Lavoro subordinato,Operai Generici,BS ,Hired
South Male,15-24,VE,Unknown,Lavoro subordinato,Magazzino / Logistica / Trasporti,CO ,Hired
South Female,45-54,TO,Unknown,Lavoro subordinato,Bar / Catering / Personale Di Sala / Cuochi / Chef,BG ,Hired
South Male,25-34,BS,Undergraduate,Lavoro subordinato,Magazzino / Logistica / Trasporti,TO ,Not Hired
South Female,45-54,BG,Unknown,Ricerca e selezione,Segreteria / Servizi Generali,BG ,Not Hired
South Female,25-34,BS,Unknown,Lavoro subordinato,Finanza / Contabilità,VR ,Not Hired
South Male,45-54,MI,Unknown,Lavoro subordinato,Operai Specializzati,BG ,Hired
South Male,25-34,RM,Other,Lavoro subordinato,Operai Specializzati,VR ,Not Hired
South Male,25-34,RE,Unknown,Lavoro subordinato,GDO / Retail / Commessi / Scaffalisti,MI ,Not Hired
Central Male,15-24,MI,Unknown,Lavoro subordinato,Commerciale / Vendita,RM ,Not Hired
South Female,25-34,PN,Unknown,Ricerca e selezione,Magazzino / Logistica / Trasporti,VE ,Not Hired
South Male,15-24,MI,Unknown,Lavoro subordinato,Manutenzione / Riparazione,TV ,Not Hired
South Male,45-54,MI,Other,Lavoro subordinato,Magazzino / Logistica / Trasporti,BG ,Hired
South Male,15-24,UD,Unknown,Ricerca e selezione,Finanza / Contabilità,MN ,Hired
South Female,25-34,VI,Other,Lavoro subordinato,Operai Generici,MI ,Hired
South Female,55-74,BG,Unknown,Ricerca e selezione,Installazione / Impiantistica / Cantieristica,PN ,Not Hired
South Female,35-44,MI,Unknown,Lavoro subordinato,Operai Specializzati,MB ,Not Hired
South Male,45-54,TN,Unknown,Lavoro subordinato,Operai Specializzati,TO ,Not Hired
South Female,45-54,VR,Unknown,Lavoro subordinato,Ingegneria / Ricerca e Sviluppo / Laboratorio,BG ,Hired
South Female,25-34,MI,Other,Lavoro subordinato,Magazzino / Logistica / Trasporti,MO ,Not Hired
South Female,15-24,MI,Other,Lavoro subordinato,Manutenzione / Riparazione,BG ,Hired
South Female,45-54,BG,Unknown,Lavoro subordinato,Operai Generici,VI ,Not Hired
South Male,15-24,TO,Unknown,Lavoro subordinato,Magazzino / Logistica / Trasporti,MB ,Hired
South Female,25-34,VR,Unknown,Lavoro subordinato,Operai Generici,VI ,Not Hired
South Male,55-74,VI,Unknown,Lavoro subordinato,Operai Generici,TV ,Not Hired
South Male,25-34,BG,Unknown,Lavoro subordinato,GDO / Retail / Commessi / Scaffalisti,LO ,Not Hired
South Male,55-74,LC,Unknown,Lavoro subordinato,Magazzino / Logistica / Trasporti,VE ,Not Hired
South Male,35-44,UD,Unknown,Lavoro subordinato,Operai Generici,MI ,Hired
Central Female,35-44,BS,Unknown,Ricerca e selezione,Magazzino / Logistica / Trasporti,MB ,Not Hired
South Female,25-34,TO,Unknown,Lavoro subordinato,Magazzino / Logistica / Trasporti,MI ,Hired
Central Female,35-44,CO,Unknown,Lavoro subordinato,Magazzino / Logistica / Trasporti,VI ,Not Hired
South Male,25-34,PD,Unknown,Ricerca e selezione,Magazzino / Logistica / Trasporti,PI ,Not Hired
South Male,25-34,TN,Unknown,Lavoro subordinato,Finanza / Contabilità,RM ,Not Hired
South Female,45-54,FE,Unknown,Lavoro subordinato,Operai Specializzati,MI ,Not Hired
